Algorytm,P1,Funkcja testowa,Liczba parametrów,Liczba iteracji,Rozmiar populacji,Znalezione minimum,Odchylenie std parametrów,Wartość funkcji celu,Wartość funkcji celu (najgorsza),Odchylenie std funkcji celu
GTOA,10000,Sphere,2,5,10,"(0.0800, -0.0387)","(0.3284, 0.2629)",7.891e-03,9.909e-01,0.289
GTOA,10000,Sphere,2,10,10,"(0.0004, 0.0002)","(0.0098, 0.0080)",2.329e-07,1.236e-03,0.000
GTOA,10000,Sphere,2,20,10,"(0.0000, -0.0000)","(0.0000, 0.0000)",5.090e-15,1.227e-12,0.000
GTOA,10000,Sphere,2,40,10,"(-0.0000, 0.0000)","(0.0000, 0.0000)",9.596e-32,2.624e-27,0.000
GTOA,10000,Sphere,2,60,10,"(0.0000, 0.0000)","(0.0000, 0.0000)",1.093e-47,2.461e-43,0.000
GTOA,10000,Sphere,2,80,10,"(0.0000, 0.0000)","(0.0000, 0.0000)",9.297e-65,6.362e-58,0.000
GTOA,10000,Sphere,2,5,20,"(0.0233, -0.0268)","(0.1014, 0.0695)",1.262e-03,6.650e-02,0.018
GTOA,10000,Sphere,2,10,20,"(-0.0002, -0.0001)","(0.0013, 0.0010)",2.669e-08,1.272e-05,0.000
GTOA,10000,Sphere,2,20,20,"(0.0000, 0.0000)","(0.0000, 0.0000)",4.915e-18,6.078e-14,0.000
GTOA,10000,Sphere,2,40,20,"(-0.0000, 0.0000)","(0.0000, 0.0000)",6.819e-34,1.223e-30,0.000
GTOA,10000,Sphere,2,60,20,"(-0.0000, -0.0000)","(0.0000, 0.0000)",4.110e-52,3.280e-47,0.000
GTOA,10000,Sphere,2,80,20,"(0.0000, -0.0000)","(0.0000, 0.0000)",1.556e-69,1.175e-64,0.000
GTOA,10000,Sphere,2,5,40,"(-0.0342, 0.0152)","(0.0453, 0.0652)",1.404e-03,1.727e-02,0.005
GTOA,10000,Sphere,2,10,40,"(-0.0000, 0.0000)","(0.0003, 0.0004)",3.077e-09,1.737e-06,0.000
GTOA,10000,Sphere,2,20,40,"(-0.0000, -0.0000)","(0.0000, 0.0000)",5.015e-18,9.053e-15,0.000
GTOA,10000,Sphere,2,40,40,"(-0.0000, 0.0000)","(0.0000, 0.0000)",1.825e-35,2.696e-31,0.000
GTOA,10000,Sphere,2,60,40,"(-0.0000, -0.0000)","(0.0000, 0.0000)",2.890e-53,3.523e-49,0.000
GTOA,10000,Sphere,2,80,40,"(-0.0000, -0.0000)","(0.0000, 0.0000)",5.879e-71,4.762e-68,0.000
GTOA,10000,Sphere,2,5,80,"(-0.0101, 0.0039)","(0.0221, 0.0212)",1.170e-04,3.245e-03,0.001
GTOA,10000,Sphere,2,10,80,"(0.0000, -0.0000)","(0.0001, 0.0001)",8.685e-10,2.353e-08,0.000
GTOA,10000,Sphere,2,20,80,"(0.0000, -0.0000)","(0.0000, 0.0000)",1.661e-18,1.453e-16,0.000
GTOA,10000,Sphere,2,40,80,"(0.0000, -0.0000)","(0.0000, 0.0000)",1.666e-37,1.172e-34,0.000
GTOA,10000,Sphere,2,60,80,"(0.0000, -0.0000)","(0.0000, 0.0000)",1.808e-55,1.875e-52,0.000
GTOA,10000,Sphere,2,80,80,"(-0.0000, 0.0000)","(0.0000, 0.0000)",6.585e-57,1.186e-54,0.000
GTOA,25000,Sphere,5,5,10,"(-0.0861, -0.5313, -0.0116, -0.1538, -0.1525)","(2.5186, 1.0090, 1.0639, 0.6763, 1.2812)",3.367e-01,8.616e+01,24.841
GTOA,25000,Sphere,5,10,10,"(-0.0001, -0.0024, -0.0013, -0.0028, 0.0021)","(0.1081, 0.0244, 0.0301, 0.0345, 0.0550)",1.969e-05,1.613e-01,0.047
GTOA,25000,Sphere,5,20,10,"(-0.0000, -0.0000, 0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",2.725e-12,2.920e-08,0.000
GTOA,25000,Sphere,5,40,10,"(-0.0000, 0.0000, 0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",8.846e-27,5.025e-21,0.000
GTOA,25000,Sphere,5,60,10,"(0.0000, 0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.425e-40,8.691e-34,0.000
GTOA,25000,Sphere,5,80,10,"(0.0000, -0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",4.310e-54,1.692e-47,0.000
GTOA,25000,Sphere,5,5,20,"(0.1399, -0.2578, -0.1626, 0.1096, -0.1069)","(0.9294, 0.8608, 0.7372, 0.6754, 0.5930)",1.359e-01,1.192e+01,4.222
GTOA,25000,Sphere,5,10,20,"(0.0056, -0.0014, 0.0015, -0.0078, 0.0088)","(0.0236, 0.0200, 0.0115, 0.0181, 0.0133)",1.741e-04,5.784e-03,0.002
GTOA,25000,Sphere,5,20,20,"(-0.0000, 0.0000, 0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",7.507e-12,2.970e-09,0.000
GTOA,25000,Sphere,5,40,20,"(-0.0000, 0.0000, -0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",5.159e-25,3.291e-23,0.000
GTOA,25000,Sphere,5,60,20,"(0.0000, -0.0000, -0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.358e-38,5.038e-36,0.000
GTOA,25000,Sphere,5,80,20,"(-0.0000, 0.0000, 0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.885e-52,7.764e-50,0.000
GTOA,25000,Sphere,5,5,40,"(0.0999, 0.1302, 0.1354, 0.0523, -0.0298)","(0.3223, 0.3896, 0.2417, 0.2918, 0.3261)",4.889e-02,1.645e+00,0.531
GTOA,25000,Sphere,5,10,40,"(-0.0030, 0.0014, 0.0000, 0.0009, 0.0006)","(0.0040, 0.0037, 0.0068, 0.0029, 0.0051)",1.225e-05,2.597e-04,0.000
GTOA,25000,Sphere,5,20,40,"(-0.0000, 0.0000, -0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",8.871e-13,5.698e-11,0.000
GTOA,25000,Sphere,5,40,40,"(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.577e-27,1.964e-25,0.000
GTOA,25000,Sphere,5,60,40,"(-0.0000, 0.0000, -0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",2.801e-42,2.423e-39,0.000
GTOA,25000,Sphere,5,80,40,"(0.0000, -0.0000, 0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",5.879e-56,4.596e-54,0.000
GTOA,25000,Sphere,5,5,80,"(-0.0101, -0.0814, 0.0208, 0.0477, 0.1084)","(0.1500, 0.1380, 0.1330, 0.1865, 0.1986)",2.119e-02,5.031e-01,0.136
GTOA,25000,Sphere,5,10,80,"(-0.0015, 0.0007, -0.0002, 0.0010, 0.0015)","(0.0011, 0.0029, 0.0016, 0.0027, 0.0016)",5.922e-06,6.578e-05,0.000
GTOA,25000,Sphere,5,20,80,"(-0.0000, 0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",8.617e-14,1.272e-12,0.000
GTOA,25000,Sphere,5,40,80,"(-0.0000, -0.0000, 0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",8.677e-29,2.483e-27,0.000
GTOA,25000,Sphere,5,60,80,"(0.0000, -0.0000, -0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",3.841e-45,2.411e-42,0.000
GTOA,25000,Sphere,5,80,80,"(0.0000, 0.0000, 0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",3.605e-60,5.795e-57,0.000
GTOA,50000,Sphere,10,5,10,"(-0.3090, -0.4992, -1.0075, -0.1574, -0.4355, 0.0745, 0.7017, -0.3571, -0.2596, 0.3855)","(1.1858, 1.0672, 1.0316, 1.1808, 1.4373, 0.9690, 2.4152, 1.7826, 1.2601, 0.5418)",2.416e+00,1.385e+02,39.711
GTOA,50000,Sphere,10,10,10,"(-0.0020, 0.0085, -0.0023, -0.0008, -0.0001, 0.0026, -0.0065, 0.0005, -0.0078, -0.0042)","(0.0486, 0.0259, 0.0588, 0.0618, 0.0276, 0.0466, 0.0537, 0.0360, 0.0625, 0.0289)",2.106e-04,1.256e-01,0.038
GTOA,50000,Sphere,10,20,10,"(0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001)",2.940e-10,1.140e-07,0.000
GTOA,50000,Sphere,10,40,10,"(-0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.607e-24,1.989e-20,0.000
GTOA,50000,Sphere,10,60,10,"(0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.772e-37,2.073e-33,0.000
GTOA,50000,Sphere,10,80,10,"(-0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.201e-50,1.941e-44,0.000
GTOA,50000,Sphere,10,5,20,"(-0.1118, 0.0851, 0.1677, 0.2075, -0.2193, -0.3040, -0.1490, -0.0929, 0.2338, -0.1036)","(0.6284, 0.6783, 1.1196, 0.8285, 0.5069, 1.3179, 0.5952, 0.9602, 0.7944, 0.3591)",3.277e-01,2.174e+01,6.551
GTOA,50000,Sphere,10,10,20,"(0.0054, 0.0026, 0.0013, 0.0070, 0.0051, -0.0012, -0.0093, -0.0068, 0.0052, -0.0055)","(0.0145, 0.0111, 0.0174, 0.0151, 0.0096, 0.0174, 0.0125, 0.0098, 0.0088, 0.0168)",3.044e-04,8.811e-03,0.002
GTOA,50000,Sphere,10,20,20,"(-0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",5.614e-11,3.293e-09,0.000
GTOA,50000,Sphere,10,40,20,"(-0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",4.368e-24,2.111e-22,0.000
GTOA,50000,Sphere,10,60,20,"(0.0000, -0.0000, -0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",4.911e-39,1.640e-35,0.000
GTOA,50000,Sphere,10,80,20,"(-0.0000, 0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",4.113e-52,1.986e-48,0.000
GTOA,50000,Sphere,10,5,40,"(-0.1225, -0.0209, 0.0125, -0.0023, 0.1042, 0.2451, 0.0060, 0.0861, 0.1466, 0.1845)","(0.4157, 0.5939, 0.4869, 0.4569, 0.3544, 0.5506, 0.4122, 0.4093, 0.5103, 0.7939)",1.495e-01,5.386e+00,1.428
GTOA,50000,Sphere,10,10,40,"(0.0045, -0.0035, -0.0052, -0.0013, -0.0035, -0.0018, 0.0022, 0.0037, 0.0017, 0.0035)","(0.0073, 0.0130, 0.0102, 0.0092, 0.0119, 0.0125, 0.0108, 0.0107, 0.0114, 0.0126)",1.102e-04,2.518e-03,0.001
GTOA,50000,Sphere,10,20,40,"(0.0000, 0.0000, 0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",4.168e-12,6.613e-10,0.000
GTOA,50000,Sphere,10,40,40,"(-0.0000, 0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",5.588e-26,4.375e-24,0.000
GTOA,50000,Sphere,10,60,40,"(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",3.411e-40,1.315e-37,0.000
GTOA,50000,Sphere,10,80,40,"(-0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.886e-54,3.632e-51,0.000
GTOA,50000,Sphere,10,5,80,"(-0.1759, -0.0504, -0.1558, -0.2542, -0.2555, -0.1193, 0.1453, 0.4226, 0.3045, -0.1696)","(0.3700, 0.4788, 0.4106, 0.3860, 0.4661, 0.3472, 0.3628, 0.3272, 0.4408, 0.1986)",5.231e-01,3.523e+00,0.964
GTOA,50000,Sphere,10,10,80,"(0.0091, -0.0002, -0.0010, -0.0023, 0.0003, 0.0045, 0.0039, 0.0030, 0.0018, 0.0019)","(0.0052, 0.0049, 0.0054, 0.0056, 0.0054, 0.0049, 0.0081, 0.0033, 0.0056, 0.0048)",1.398e-04,7.085e-04,0.000
GTOA,50000,Sphere,10,20,80,"(-0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",4.072e-12,4.977e-11,0.000
GTOA,50000,Sphere,10,40,80,"(-0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",2.787e-27,4.484e-26,0.000
GTOA,50000,Sphere,10,60,80,"(-0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.422e-42,2.403e-40,0.000
GTOA,50000,Sphere,10,80,80,"(-0.0000, 0.0000, 0.0000, 0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.050e-57,9.132e-55,0.000
GTOA,100000,Sphere,20,5,10,"(-0.1087, -0.2177, 0.8635, 0.6127, 0.2436, 0.3908, 0.2072, -0.3148, -0.4222, -0.8136, 0.0119, 0.1878, -0.3586, 0.2348, -0.2425, 0.6134, 0.0728, -0.3131, 0.5234, 0.2526)","(2.3105, 1.7581, 0.8363, 2.6787, 0.8091, 0.8828, 2.1965, 1.4091, 1.1247, 0.8183, 0.5186, 0.8443, 0.9463, 2.0046, 1.8451, 0.9772, 2.3248, 1.3282, 1.4406, 1.3764)",3.470e+00,2.500e+02,69.355
GTOA,100000,Sphere,20,10,10,"(-0.0075, 0.0102, -0.0155, 0.0180, 0.0154, 0.0212, -0.0023, 0.0143, 0.0069, 0.0081, 0.0027, -0.0033, -0.0049, -0.0100, -0.0236, 0.0067, -0.0113, 0.0088, -0.0141, 0.0078)","(0.0565, 0.0456, 0.0469, 0.1072, 0.0446, 0.1124, 0.0596, 0.0604, 0.0344, 0.0517, 0.0823, 0.0292, 0.0671, 0.0447, 0.0454, 0.1196, 0.0364, 0.0563, 0.0387, 0.0556)",2.947e-03,6.827e-01,0.198
GTOA,100000,Sphere,20,20,10,"(0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0001, 0.0000, 0.0000, 0.0001, 0.0000)",1.284e-10,2.256e-07,0.000
GTOA,100000,Sphere,20,40,10,"(0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",6.300e-24,5.213e-21,0.000
GTOA,100000,Sphere,20,60,10,"(0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.251e-36,1.873e-34,0.000
GTOA,100000,Sphere,20,80,10,"(0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",2.974e-50,4.079e-47,0.000
GTOA,100000,Sphere,20,5,20,"(0.0313, 0.0080, -0.0119, -0.0510, 0.3173, -0.3813, -0.2292, -0.2407, 0.0048, 0.1213, -0.1580, 0.1291, 0.5715, 0.6734, 0.0450, 0.7909, -0.2069, 0.0936, 0.1437, -0.0419)","(0.7288, 0.6590, 1.2581, 0.7444, 0.9304, 0.9191, 0.7786, 0.7217, 0.8543, 0.9408, 1.4017, 0.7489, 1.1293, 1.2470, 0.6612, 1.6492, 1.1671, 1.4073, 0.7865, 0.5535)",1.898e+00,7.329e+01,21.095
GTOA,100000,Sphere,20,10,20,"(0.0179, -0.0032, -0.0037, -0.0114, -0.0031, 0.0001, 0.0112, -0.0007, -0.0097, 0.0018, 0.0054, -0.0053, 0.0016, -0.0052, -0.0062, 0.0084, -0.0014, -0.0073, -0.0140, 0.0060)","(0.0110, 0.0286, 0.0156, 0.0566, 0.0238, 0.0350, 0.0155, 0.0226, 0.0558, 0.0115, 0.0391, 0.0282, 0.0290, 0.0222, 0.0226, 0.0176, 0.0246, 0.0275, 0.0340, 0.0171)",1.191e-03,1.316e-01,0.038
GTOA,100000,Sphere,20,20,20,"(0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.749e-10,1.858e-08,0.000
GTOA,100000,Sphere,20,40,20,"(0.0000, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",4.418e-24,1.023e-21,0.000
GTOA,100000,Sphere,20,60,20,"(-0.0000, 0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.367e-38,2.033e-35,0.000
GTOA,100000,Sphere,20,80,20,"(-0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",2.000e-53,5.041e-48,0.000
GTOA,100000,Sphere,20,5,40,"(-0.3413, -0.2507, 0.1845, 0.2454, -0.6737, 0.2570, 0.0796, -0.6883, -0.3170, -0.0507, -0.3981, 0.4026, -0.3196, -0.1479, -0.0402, -0.3177, 0.1814, -0.0281, -0.5404, -0.1424)","(0.6285, 0.6255, 0.3787, 0.4650, 0.4060, 0.4455, 0.5546, 0.9558, 0.4912, 0.4087, 0.7068, 0.5854, 0.2936, 0.6689, 0.6681, 0.6992, 0.6631, 0.7704, 0.7205, 0.7670)",2.270e+00,2.412e+01,6.604
GTOA,100000,Sphere,20,10,40,"(-0.0046, -0.0040, 0.0146, 0.0008, 0.0083, 0.0040, 0.0033, 0.0016, 0.0042, -0.0136, -0.0044, -0.0105, 0.0041, -0.0024, 0.0043, -0.0039, 0.0055, 0.0009, 0.0125, -0.0041)","(0.0178, 0.0276, 0.0149, 0.0167, 0.0183, 0.0152, 0.0193, 0.0111, 0.0106, 0.0180, 0.0152, 0.0225, 0.0176, 0.0093, 0.0228, 0.0179, 0.0172, 0.0186, 0.0272, 0.0140)",9.429e-04,2.040e-02,0.006
GTOA,100000,Sphere,20,20,40,"(-0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",6.932e-11,1.478e-09,0.000
GTOA,100000,Sphere,20,40,40,"(-0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",2.219e-25,1.597e-22,0.000
GTOA,100000,Sphere,20,60,40,"(-0.0000, 0.0000, 0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.367e-39,1.322e-36,0.000
GTOA,100000,Sphere,20,80,40,"(-0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, -0.0000, 0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",1.425e-54,4.100e-51,0.000
GTOA,100000,Sphere,20,5,80,"(-0.1853, 0.0232, -0.3518, 0.0442, 0.1048, 0.4244, 0.1695, -0.1487, 0.0156, -0.0105, 0.0032, 0.0569, -0.1808, -0.3269, 0.0694, 0.2018, -0.0065, -0.0618, 0.2812, -0.0949)","(0.2388, 0.3710, 0.4115, 0.5112, 0.3678, 0.4577, 0.2922, 0.4846, 0.5050, 0.1971, 0.2865, 0.4975, 0.4125, 0.4886, 0.4848, 0.3201, 0.3039, 0.5178, 0.4665, 0.6123)",6.831e-01,8.621e+00,2.758
GTOA,100000,Sphere,20,10,80,"(0.0013, -0.0073, 0.0084, -0.0058, -0.0015, -0.0024, 0.0045, 0.0063, 0.0002, 0.0014, 0.0057, 0.0038, 0.0007, 0.0005, 0.0030, 0.0002, -0.0041, 0.0078, -0.0052, -0.0087)","(0.0092, 0.0114, 0.0082, 0.0081, 0.0077, 0.0068, 0.0093, 0.0061, 0.0045, 0.0058, 0.0086, 0.0082, 0.0100, 0.0062, 0.0067, 0.0079, 0.0069, 0.0091, 0.0051, 0.0084)",4.670e-04,4.443e-03,0.001
GTOA,100000,Sphere,20,20,80,"(0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, -0.0000, 0.0000, -0.0000, -0.0000, -0.0000, 0.0000, 0.0000, -0.0000, -0.0000)","(0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000)",5.118e-12,1.384e-10,0.000
